137 	OBRIEN Alex 	2003 	Cardiff Academy of Fencing 	131905 	1797 	1797 	3 	0 	0 																									16 	982 																																			74 	457 																					24 	358 						
138 	MOODY David 	1999 	Salle Solas 	112701 	1777 	1777 	3 	0 	0 									73 	954 																	6 	245 					8 	578 																																																								
139 	SCULLY Marco 	2007 	Salle Holyrood 	141495 	1716 	1716 	3 	0 	0 																																																																	5 	328 															17 	1285 			2 	103 				
140 	TAY-RUSSELL William 	2007 	Salle Boston 	150169 	1699 	1699 	4 	0 	0 																																									99 	1 			45 	969 															88 	376 																					26 	353 						
141 	DEVITT Ronnie 	1997 	Cyrano Fencing Club 	101930 	1688 	1688 	2 	0 	0 																																																																									29 	868 															20 	820
142 	KEOGH GEORGE 	2006 	Salle Paul Phoenix 	129432 	1644 	1644 	3 	0 	0 																																									104 	1 																									30 	535 																					15 	1108
143 	ROSSI Lorenzo 	1988 	Blackheath Fencing Club 	120750 	1631 	1631 	1 	0 	0 																																																																									8 	1631 																
144 	KINGSTON matt 	1974 	Cardiff Academy of Fencing 	153840 	1595 	1595 	2 	0 	0 									52 	1389 																																	3 	206 																																														
145 	DORRELL Connor 	2002 	Edinburgh University Fencing Club 	149481 	1569 	1569 	3 	0 	0 									63 	1320 																															108 	1 																							12 	248 																								
146 	DOHERTY Nathan 	1997 	Huntingdonshire Fencing Club 	95407 	1510 	1510 	1 	0 	0 																																																																																									5 	1510
147 	SASSO Riccardo 	2007 	Fencers Club London 	138907 	1503 	1503 	1 	0 	0 																																																													43 	1503 																												
148 	SAMPSON Dominic 	2002 	Birmingham Fencing Club 	114287 	1483 	1483 	1 	0 	0 																																																													45 	1483 																												
149 	ALEXANDER David 	1986 	Nottingham Cavaliers 	90030 	1447 	1447 	1 	0 	0 																																																													49 	1447 																												
150 	BARNES-WEBB Richard 	1973 	Kingston Fencing Club 	136486 	1410 	1410 	2 	0 	0 																																			8 	454 									47 	956 																																												
151 	REES Luke 	1996 	Bristol Blades Fencing Club 	148264 	1376 	1376 	2 	0 	0 																																																			2 	533 																																					17 	843
152 	NAULLS Michael 	1984 	Norfolk Fencing Club 	120421 	1373 	1373 	2 	0 	0 																																	7 	584 																																																							25 	789
153 	LU Mundi 	2011 	Unattached 	163977 	1354 	1354 	2 	0 	0 																																									66 	889 																			73 	465 																												
154 	DUNN Ben 	1988 	Bristol Fencing Club 	157141 	1342 	1342 	1 	0 	0 									59 	1342 																																																																																
155 	WOODHOUSE Hamish 	1992 	London Fencing Club 	97516 	1320 	1320 	3 	0 	0 			13 	209 																															9 	371 																																													37 	740 								
156 	YEUNG Pok Man Brandan 	2010 	ZFW Fencing Club 	153382 	1314 	1314 	1 	0 	0 									64 	1314 																																																																																
157 	HAYWOOD DOWN Jake 	2006 	Keele University Fencing Club 	136510 	1294 	1294 	2 	0 	0 																																																													70 	481 																											21 	813
158 	COOK Joe 	2003 	University of Salford Fencing Club 	156110 	1272 	1272 	3 	0 	0 					9 	375 																			38 	573 																																									44 	324 																						
159 	HORNSBY Joshua 	2007 	Crawley Sword Club 	152186 	1251 	1251 	1 	0 	0 																																																																									15 	1251 																
160 	HUA Junyu 	2004 	Salle Boston 	138198 	1195 	1195 	3 	0 	0 																																																													80 	421 											38 	1 															28 	773
161 	TO Benny 	1977 	West Lancs Fencing Club 	161953 	1173 	1173 	3 	0 	0 					10 	372 																																											10 	244 																	24 	557 																						
162 	TONG Ambrose 	2005 	Warwick University Fencing Club 	164562 	1171 	1171 	2 	0 	0 																																																													69 	489 																					5 	682 						
163 	DAVIES Bryn 	2007 	Battersea Foil 	136689 	1151 	1151 	1 	0 	0 																																																																																	32 	1151 								
164 	TUCKNOTT Monty 	2008 	Fencers Club London 	139395 	1079 	1079 	3 	0 	0 																																									97 	581 			55 	1 															68 	497 																												
165 	BA Mouhamadou Alpha 	1981 	Ashton Tameside Fencing Club 	159360 	1078 	1078 	2 	0 	0 																									32 	682 							18 	396 																																																								
166 	JONES Kenny 	1959 	Saxon Fencing Club 	114777 	1060 	1060 	2 	0 	0 			14 	208 																																																																					32 	852 																
167 	REEVE George 	2005 	Lancaster University Fencing Club 	127131 	1038 	1038 	5 	0 	0 					12 	366 																											20 	1 					16 	141 									13 	1 																	32 	529 																						
168 	WILKINSON Myles 	2008 	Sullivan Upper Fencing Club 	143706 	1011 	1011 	2 	0 	0 									72 	957 																																																																											13 	54 				
169 	BERNSTEIN Richard 	1996 	Unattached 	57549 	1004 	1004 	1 	0 	0 																									13 	1004 																																																																
170 	MOONEY Aidan 	2011 	Harrogate Fencing Club 	140897 	979 	979 	3 	0 	0 									88 	1 															34 	585 							19 	393 																																																								
171 	SUN Dominic 	2009 	Tonbridge School Fencing Club 	160103 	973 	973 	1 	0 	0 									69 	973 																																																																																
172 	YI Alex 	2005 	Fencers Club London 	163209 	971 	971 	2 	0 	0 									70 	970 																															114 	1 																																																
173 	YU Felix 	2003 		163475 	964 	964 	1 	0 	0 									71 	964 																																																																																
174 	BLACKWELL Simon 	1980 	Great Yarmouth & Waveney 	106039 	946 	946 	2 	0 	0 																																							7 	188 																																																	31 	758
174 	MALASENKOVS Michael 	2010 	Allez Fencing 	147282 	946 	946 	2 	0 	0 									75 	945 																																																															42 	1 																
176 	KNOWLES Alexander 	2007 	Fighting Fit Fencing Club 	139266 	937 	937 	1 	0 	0 																																													50 	937 																																												
177 	EVANS Marvin 	1957 	Bristol Fencing Club 	150426 	929 	929 	1 	0 	0 									78 	929 																																																																																
178 	LENNARD Peter 	1978 	Cambridgeshire Fencing Club 	100705 	910 	910 	2 	0 	0 																																							12 	147 																																																	30 	763
179 	BRAIDLEY Adam 	2002 	Cobham Fencing Club 	135406 	907 	907 	2 	0 	0 																																			12 	358 																															26 	549 																						
180 	ASHBY Douggie 	2000 	Salle Boston 	107518 	880 	880 	1 	0 	0 																																																																													1 	880 												
180 	CIMPEAN Ioan 	1984 	Salle Paul Phoenix 	151683 	880 	880 	2 	0 	0 									79 	1 															18 	879 																																																																
182 	BERNDORFER Felix 	2011 	Salle Paul Phoenix 	143043 	868 	868 	1 	0 	0 																																									68 	868 																																																
183 	REZNIK Aleks 	2009 	Edinburgh Fencing Club 	140968 	864 	864 	2 	0 	0 																											9 	220 													90 	644 																																																
184 	ADYMIR Kuzey 	2010 	Millfield 	166567 	849 	849 	1 	0 	0 																									24 	849 																																																																
184 	WHITEHEAD Joe 	2000 	University Of York Fencing Club 	145184 	849 	849 	2 	0 	0 																																																																			35 	347 																					33 	502
186 	SMITHIES Nathaniel 	2003 	Durham Phoenix 	128172 	848 	848 	2 	0 	0 																																																	7 	306 																	28 	542 																						
187 	WELSH Simon 	1977 	Durham Phoenix 	104510 	828 	828 	2 	0 	0 																																																																			31 	532 									18 	296 												
188 	LOWEN Paul 	1952 	Saxon Fencing Club 	94905 	802 	802 	2 	0 	0 																																			6 	467 																															39 	335 																						
189 	BULL Isaac 	2000 	Harrogate Fencing Club 	105665 	791 	791 	1 	0 	0 																																																																			13 	791 																						
190 	LUSTED Edward 	2006 	Harrogate Fencing Club 	147192 	777 	777 	1 	0 	0 																																																																			15 	777 																						
191 	SEALE Alexander 	1993 	Saxon Fencing Club 	102723 	768 	768 	1 	0 	0 																																																																																									29 	768
192 	EXWORTHY Henry 	2006 	University of Nottingham 	138538 	758 	758 	3 	0 	0 																																			5 	475 															13 	282 									92 	1 																												
193 	SHI Jason 	2010 	Millfield 	150948 	757 	757 	2 	0 	0 																									33 	587 																	5 	170 																																														
194 	JENKINS Ralph 	2011 	Fencers Club London 	150767 	756 	756 	1 	0 	0 																																									78 	756 																																																
195 	HAHN Guillermo 	2011 	Battersea Foil 	149139 	749 	749 	1 	0 	0 																																									79 	749 																																																
195 	WAN Rio 	2009 	Salle Holyrood 	148141 	749 	749 	2 	0 	0 																											5 	248 																																	67 	501 																												
197 	MORRIS Jake 	2007 	Fencers Club London 	133189 	728 	728 	1 	0 	0 																																									81 	728 																																																
198 	GIBSON Rory 	1980 	Sheffield Buccaneers Fencing Club 	97258 	696 	696 	1 	0 	0 																									28 	696 																																																																
199 	GOULD Henry 	2010 	Millfield 	142737 	692 	692 	1 	0 	0 																									29 	692 																																																																
200 	LERNAU-CALLAN Hoshen 	2010 	Fighting Fit Fencing Club 	151671 	679 	679 	1 	0 	0 																																									86 	679 																																																
201 	MOCK scott 	2009 		161487 	668 	668 	2 	0 	0 					11 	369 																																																																							17 	299 												
202 	KING James 	1990 	Bury St Edmunds Fencing Club 	157330 	664 	664 	2 	0 	0 																																							8 	186 																																																	39 	478
203 	HARVEY Dominic 	2000 	Norfolk Fencing Club 	145499 	638 	638 	2 	0 	0 																																							14 	144 																																																	35 	494
204 	LERNAU-CALLAN Seth 	2008 	Fighting Fit Fencing Club 	151672 	637 	637 	1 	0 	0 																																									91 	637 																																																
205 	STEADMAN-BYRNE Adam 	2004 	University of Salford Fencing Club 	159085 	630 	630 	3 	0 	0 					15 	315 																																																													49 	314 									25 	1 												
206 	KENT Wilfred 	2010 	Battersea Foil 	144406 	623 	623 	1 	0 	0 																																									92 	623 																																																
207 	TAN Adonis 	2007 	Bristol Cavaliers 	149540 	620 	620 	1 	0 	0 																																																			1 	620 																																						
208 	ROBERTS Harry 	2009 	Salle Paul Phoenix 	133047 	616 	616 	1 	0 	0 																																									93 	616 																																																
209 	COCKBURN Robbie 	2001 	West Fife Fencing Club 	115825 	593 	593 	2 	0 	0 																											1 	340 																																					10 	253 																								
210 	KITCHEN Jay 	2003 		161730 	582 	582 	1 	0 	0 																									35 	582 																																																																
211 	JAMES Alex 	2001 	Shrewsbury Fencing Club 	107810 	579 	579 	2 	0 	0 																									36 	578 							22 	1 																																																								
212 	PAUL graham 	1947 	Salle Paul Phoenix 	2775 	577 	577 	2 	0 	0 																									37 	576 																																																			21 	1 												
213 	OGILVY Ivo 	2010 	Battersea Foil 	146897 	568 	568 	2 	0 	0 																																																													100 	1 											33 	567 																
213 	ROBERTS James 	1998 	Stockport Sword Club 	144389 	568 	568 	6 	0 	0 																									39 	1 							23 	1 															9 	247 											100 	1 					47 	317 									24 	1 												
215 	BOWLES Paul 	2008 	ZFW Fencing Club 	137895 	546 	546 	1 	0 	0 																																																																			27 	546 																						
216 	OPPENHEIMER Leonid 	2006 	Sheffield University Fencing Club 	163367 	539 	539 	1 	0 	0 																																																																			29 	539 																						
217 	BENKE Charles 	1970 	Sutton Coldfield Fencing Club 	44499 	518 	518 	2 	0 	0 																																	12 	517 																											94 	1 																												
218 	BANKS Joe 	1990 	Salle Boston 	46075 	512 	512 	1 	0 	0 																																																																													8 	512 												
219 	PATRICK Kieran 	1992 		113943 	511 	511 	2 	0 	0 																											3 	272 																																					16 	239 																								
220 	WALCHESTER Alexander 	1993 	Bath Sword Club 	96966 	500 	500 	3 	0 	0 									84 	1 																																																			103 	1 																											34 	498
221 	LEE Chun 	2003 	Forth Valley Fencing Club 	151704 	492 	492 	2 	0 	0 																											7 	242 																																					11 	250 																								
222 	BERBERI Matt 	1984 		167898 	487 	487 	2 	0 	0 			16 	205 	17 	282 																																																																																				
223 	COATES Joshua 	1988 	Huntingdonshire Fencing Club 	51521 	486 	486 	1 	0 	0 																																																																																									37 	486
224 	KELLY Daniel 	2011 	West Fife Fencing Club 	152444 	446 	446 	2 	0 	0 																											3 	272 																																					23 	174 																								
225 	SUNG Velota 	1967 	Birmingham Fencing Club 	103550 	433 	433 	1 	0 	0 																																																													78 	433 																												
226 	CHEVIN Connor 	2002 	Bristol Blades Fencing Club 	117273 	417 	417 	1 	0 	0 																																																													81 	417 																												
227 	ROSE Austen 	1963 	Unattached 	45336 	413 	413 	1 	0 	0 											7 	413 																																																																														
228 	LE BORGNE JEAN-PIERRE 	1965 	Tenterden Swords 	162151 	409 	409 	2 	0 	0 											8 	408 																																																	97 	1 																												
229 	MILES Bryn 	2004 	Cotswold Fencing Club 	130101 	408 	408 	1 	0 	0 																																																																													11 	408 												
230 	PRENDERGAST Hector 	2011 	Bristol Blades Fencing Club 	141211 	401 	401 	1 	0 	0 																																																													84 	401 																												
231 	LACHMAN Kairav Shyam 	2010 	St Benedicts 	160709 	399 	399 	2 	0 	0 																																	17 	398 	20 	1 																																																						
232 	KIY Jeff 	1965 	The Lansdowne Fencing Club 	54400 	396 	396 	1 	0 	0 																																																																													14 	396 												
233 	CHATTERTON Phil 	1985 	Ashton Tameside Fencing Club 	138117 	393 	393 	1 	0 	0 																																																																													15 	393 												
234 	LAU Issac 	2009 	Kingston Fencing Club 	154537 	384 	384 	1 	0 	0 																																																													87 	384 																												
235 	LAI Ronny 	2007 	Bromsgrove School 	157827 	380 	380 	1 	0 	0 																																																																																			17 	380 						
236 	HAMILTON Gareth 	1988 	Heriot Watt University Fencing Club 	100242 	375 	375 	2 	0 	0 																																							5 	194 																									18 	181 																								
236 	LI Leo 	2012 	Club Escrime Winchester 	151684 	375 	375 	1 	0 	0 											9 	375 																																																																														
238 	STEPHENSON Emma 	2005 	Warwick University Fencing Club 	160488 	370 	370 	1 	0 	0 																																																																																			20 	370 						
239 	HARBORD Matthew 	2004 	Bath Sword Club 	132804 	365 	365 	2 	0 	0 																																																			17 	1 																															22 	364 						
240 	LEE justin ching him 	1998 	Academy Zorro Club 	166262 	362 	362 	1 	0 	0 																																			11 	362 																																																						
240 	STIRLING William 	2009 	ZFW Fencing Club 	138031 	362 	362 	2 	0 	0 																																									98 	1 																																									23 	361 						
242 	AVIANI-BARTRAM Micha 	2003 	Birmingham Fencing Club 	151625 	357 	357 	2 	0 	0 																																																													105 	1 																					25 	356 						
243 	PAGE Darren Lee 	1976 	Crawley Sword Club 	97934 	354 	354 	1 	0 	0 																																			13 	354 																																																						
244 	WHITE Andrew 	1981 	Leeds Fencing Club 	160404 	352 	352 	1 	0 	0 																																																																			33 	352 																						
245 	NICKSON Alexander 	2007 	Warwick University Fencing Club 	142370 	351 	351 	1 	0 	0 																																																																																			27 	351 						
246 	GRACIAS Gabriel Marco 	2004 	Warwick University Fencing Club 	164580 	349 	349 	1 	0 	0 																																																																																			28 	349 						
247 	DOVEY Benjamin 	2005 		134801 	348 	348 	1 	0 	0 																																			15 	348 																																																						
248 	LINKLATER Kevin 	1995 	Orkney Fencing Club 	109140 	343 	343 	2 	0 	0 																											19 	163 																																					19 	180 																								
249 	COOPER Rhys 	2009 	Kenilworth Sword Fencing Club 	152907 	342 	342 	1 	0 	0 																																																																																			31 	342 						
250 	GIRALDO Emilio 	2006 	University of Salford Fencing Club 	163566 	341 	341 	1 	0 	0 																																																																			37 	341 																						
251 	TONG eli 	2004 	Sheffield University Fencing Club 	163617 	338 	338 	1 	0 	0 																																																																			38 	338 																						
252 	EDEN Jason 	1971 	Harrogate Fencing Club 	153389 	333 	333 	1 	0 	0 																																																																			40 	333 																						
253 	WHYTE Fergus 	1986 	Dunedin Fencing Club 	148103 	332 	332 	2 	0 	0 																											18 	164 																																					28 	168 																								
254 	STONE Sam 	2008 	Teesside Fencing Club 	163269 	331 	331 	1 	0 	0 																																																																			41 	331 																						
255 	MCCALLUM Dylan 	1999 	Durham Phoenix 	125281 	328 	328 	1 	0 	0 																																																																			42 	328 																						
256 	BUCK Nathan 	1989 	Sheffield Buccaneers Fencing Club 	165248 	327 	327 	2 	0 	0 																																									116 	1 																									43 	326 																						
257 	MCNAIR Ruaridh 	1998 	Salle Solas 	134799 	324 	324 	3 	0 	0 									91 	1 																	11 	216 											18 	107 																																																		
258 	MANNING Finn 	2000 	Sidmouth & East Devon F.C 	103274 	323 	323 	1 	0 	0 																																																																	6 	323 																								
259 	MARTIN Fergal 	1983 		125333 	320 	320 	1 	0 	0 																																							1 	320 																																																		
259 	MCLAUGHLAN Matthew 	2003 	Sutton Coldfield Fencing Club 	127243 	320 	320 	1 	0 	0 					13 	320 																																																																																				
261 	NEROU Guy 	2004 	Lancaster University Fencing Club 	163530 	318 	318 	2 	0 	0 					14 	317 																																																																																			44 	1
262 	CORTE-REAL Ruben 	1981 	Durham Phoenix 	161095 	315 	315 	1 	0 	0 																																																																			48 	315 																						
263 	CRAWFORD Angus 	2002 	Salle Holyrood 	117375 	314 	314 	1 	0 	0 																																																																	8 	314 																								
264 	PERRY Daniel 	2005 	Saffron Walden Swords 	114334 	313 	313 	1 	0 	0 					16 	313 																																																																																				
265 	BRAGA Federico 	1990 	Central London Fencing Club 	166871 	304 	304 	1 	0 	0 			3 	304 																																																																																						
265 	RIDLEY Austin 	1999 	London Fencing Club 	139329 	304 	304 	1 	0 	0 			3 	304 																																																																																						
267 	HERNANDO Jorge 	1994 	Salle Holyrood 	155742 	297 	297 	1 	0 	0 																											2 	297 																																																														
268 	BALL Jason 	1971 	Heart of Devon Swords 	46065 	291 	291 	1 	0 	0 																																																			10 	291 																																						
269 	HORTON Nicholas 	1999 	Exeter City Fencing Club 	144194 	287 	287 	1 	0 	0 																																																			11 	287 																																						
270 	HUGO Samuel 	2008 	Bristol Blades Fencing Club 	139100 	284 	284 	1 	0 	0 																																																			12 	284 																																						
271 	PILKINGTON-BLEASE Isaac 	2008 	Preston Fencing Club 	165063 	281 	281 	2 	0 	0 					18 	280 																			45 	1 																																																																
272 	SIDOROV Anton 	2008 	Millfield 	155858 	279 	279 	1 	0 	0 																																																			14 	279 																																						
273 	SCOTT Archie 	2007 	Sheffield University Fencing Club 	167566 	278 	278 	1 	0 	0 					19 	278 																																																																																				
274 	PRESCOTT Tyler 	1998 	Kendal Fencing Club 	163836 	276 	276 	1 	0 	0 					20 	276 																																																																																				
275 	GOODCHILD Emily 	1986 	ZFW Fencing Club 	114092 	274 	274 	1 	0 	0 			6 	274 																																																																																						
275 	MCINTOSH James 	2003 	Exeter University Fencing Club 	163055 	274 	274 	1 	0 	0 																																																			16 	274 																																						
277 	YEUNG Adrian 	1996 		115043 	267 	267 	1 	0 	0 			8 	267 																																																																																						
278 	DEMPSEY Patrick 	1961 	Saxon Fencing Club 	30613 	263 	263 	2 	0 	0 			17 	1 																															18 	262 																																																						
279 	GEORGE Jacob 	1998 	London Fencing Club 	121655 	260 	260 	1 	0 	0 																																			19 	260 																																																						
280 	FULLEN Paul 	1997 	London Fencing Club 	141060 	246 	246 	1 	0 	0 			9 	246 																																																																																						
281 	DOBELSEK Simon 	1992 	Edinburgh Fencing Club 	146419 	245 	245 	1 	0 	0 																																																																	13 	245 																								
282 	RAIMONDI Rocco 	1984 	London Fencing Club 	151718 	243 	243 	1 	0 	0 			10 	243 																																																																																						
282 	SALLE Ã‰tienne 	2004 	University of Glasgow Fencing Club 	153650 	243 	243 	1 	0 	0 																																																																	14 	243 																								
284 	BORTHWICK Hector 	2009 	Salle Holyrood 	141063 	241 	241 	3 	0 	0 																											8 	239 													106 	1 																									56 	1 																						
284 	EWING Sam 	2001 	Lancaster University Fencing Club 	113841 	241 	241 	1 	0 	0 																																																	11 	241 																																								
284 	HARDAKER Ross 	2001 	University of Glasgow Fencing Club 	142668 	241 	241 	1 	0 	0 																																																																	15 	241 																								
284 	MILES Graham 	1983 	Central London Fencing Club 	56294 	241 	241 	1 	0 	0 			11 	241 																																																																																						
288 	NGO Le 	1987 	Central London Fencing Club 	136254 	239 	239 	1 	0 	0 			12 	239 																																																																																						
289 	SWADDLING Christopher 	2004 	Norfolk Fencing Club 	134659 	236 	236 	1 	0 	0 																																							3 	236 																																																		
290 	SUTHERLAND Callum 	1998 	Elgin Duellist Fencing Club 	113612 	218 	218 	1 	0 	0 																											10 	218 																																																														
291 	ALLEN Oliver 	1992 	Culloden Fencing Club 	97842 	214 	214 	1 	0 	0 																											12 	214 																																																														
292 	MEDHURST Michael 	1956 	Salle Boston 	115744 	206 	206 	1 	0 	0 			15 	206 																																																																																						
293 	CRAWSHAW Matthew 	1995 	Club Escrime Winchester 	57224 	191 	191 	1 	0 	0 																																							6 	191 																																																		
294 	BLANCE Matthew 	1996 	Shetland Fencing Club 	112551 	187 	187 	1 	0 	0 																											13 	187 																																																														
295 	HAU William 	2003 	Camden Fencing Club 	138821 	185 	185 	2 	0 	0 									89 	1 																	15 	184 																																																														
296 	LEWIS Owen 	2010 	Elgin Duellist Fencing Club 	154908 	183 	183 	1 	0 	0 																											16 	183 																																																														
297 	COX Joseph 	2006 	University of Aberdeen Fencing Club 	133937 	178 	178 	1 	0 	0 																																																																	20 	178 																								
298 	RICHARDSON James 	2005 	St Andrews University Fencing Club 	129714 	177 	177 	1 	0 	0 																																																																	21 	177 																								
299 	ZAKAR-SMITH Ferdinand 	2003 	University of Glasgow Fencing Club 	149579 	173 	173 	1 	0 	0 																																																																	24 	173 																								
300 	FERGUSON James 	1999 	Dundee University Fencing Club 	121529 	170 	170 	1 	0 	0 																																																																	26 	170 																								
301 	HALL Aidan 	2005 	University of Glasgow Fencing Club 	160010 	169 	169 	1 	0 	0 																																																																	27 	169 																								
302 	JAFRY Nafees 	1977 	Salle Holyrood 	159198 	167 	167 	1 	0 	0 																																																																	29 	167 																								
302 	SKONE Taliesin 	2011 	Cardiff Academy of Fencing 	144837 	167 	167 	3 	0 	0 									87 	1 																															103 	1 	7 	165 																																														
304 	DENNIS Ian 	1968 	Salle Ossian Fencing Club 	165009 	165 	165 	1 	0 	0 																											17 	165 																																																														
305 	WORGER Dominic 	2001 	Unattached 	154635 	164 	164 	2 	0 	0 																																											8 	163 																																							32 	1 						
306 	GOULDING Jon 	1969 	Elgin Duellist Fencing Club 	137231 	161 	161 	1 	0 	0 																											21 	161 																																																														
307 	HARRINGTON Neil 	1949 	Sancroft Blades 	120096 	160 	160 	2 	0 	0 																											23 	159 																																					32 	1 																								
307 	STEWART Reuben 	2009 	Elgin Duellist Fencing Club 	153099 	160 	160 	1 	0 	0 																											22 	160 																																																														
309 	GRANT Jake 	2006 	Elgin Duellist Fencing Club 	153188 	158 	158 	1 	0 	0 																											24 	158 																																																														
310 	HODDER Greg 	1979 	Bury St Edmunds Fencing Club 	138095 	148 	148 	1 	0 	0 																																							11 	148 																																																		
311 	CLARKSON Paul 	1989 	Salle Paul Phoenix 	105884 	147 	147 	5 	0 	0 									79 	1 																									21 	1 			15 	143 					59 	1 					19 	1 																																						
312 	BIRCH Owen 	1995 	Bury St Edmunds Fencing Club 	129227 	145 	145 	1 	0 	0 																																							13 	145 																																																		
313 	HUGHSON Jason 	2009 	Shetland Fencing Club 	150011 	132 	132 	1 	0 	0 																											25 	132 																																																														
314 	BEAZER Matthew 	1994 	Dunedin Fencing Club 	144806 	131 	131 	1 	0 	0 																											26 	131 																																																														
314 	DRAYAK Octavian 	2010 	Orkney Fencing Club 	154427 	131 	131 	2 	0 	0 																											28 	130 																																					34 	1 																								
316 	HARRINGTON Carl 	1988 	Sancroft Blades 	120097 	130 	130 	2 	0 	0 																											29 	129 																																					30 	1 																								
316 	WELLS Rowan 	2008 	Elgin Duellist Fencing Club 	166265 	130 	130 	1 	0 	0 																											27 	130 																																																														
318 	DIXON Paul 	1968 	Bury St Edmunds Fencing Club 	156229 	109 	109 	2 	0 	0 																																							17 	108 																																																	46 	1
319 	REVELL Thomas 	1991 	Bury St Edmunds Fencing Club 	164421 	105 	105 	1 	0 	0 																																							20 	105 																																																		
320 	FLITCROFT Myk 	1965 	North Kesteven Fencing Club 	53281 	104 	104 	1 	0 	0 																																							21 	104 																																																		
321 	WILLIAMS Gavin 	1986 		96120 	73 	73 	1 	0 	0 																																																																																					5 	73 				
322 	HOULDSWORTH Alastair 	1984 	Belfast Fencing Club 	58848 	71 	71 	1 	0 	0 																																																																																					6 	71 				
323 	WILSON Theo 	2007 	Fence Like An Olympian 	144901 	55 	55 	1 	0 	0 																																																																																					12 	55 				
324 	WOOLSEY-JENSEN Tom 	2009 	Sullivan Upper Fencing Club 	150851 	54 	54 	1 	0 	0 																																																																																					14 	54 				
325 	EDWARDS William 	2008 	Fence Like An Olympian 	134104 	40 	40 	1 	0 	0 																																																																																					17 	40 				
325 	SNODDY Samuel 	2010 	Sullivan Upper Fencing Club 	145369 	40 	40 	1 	0 	0 																																																																																					18 	40 				
327 	BOLT David 	1958 	Barnsley Fencing Club 	97304 	3 	3 	3 	0 	0 																									46 	1 															115 	1 																									55 	1 																						
328 	AU Yat Lang 	2006 	Warwick University Fencing Club 	163630 	2 	2 	2 	0 	0 																																																													108 	1 																					37 	1 						
328 	CANNON George 	2008 	Abingdon Fencing Club 	165326 	2 	2 	2 	0 	0 									93 	1 																																																			103 	1 																												
328 	CHEN Jie 	1988 	Unattached 	145420 	2 	2 	2 	0 	0 																																													61 	1 																																			47 	1 								
328 	CORINA Thomas 	1996 	Bradford Fencing Club 	165471 	2 	2 	2 	0 	0 																									44 	1 																							12 	1 																																								
328 	CRAIG Theo 	2008 	Fencers Club London 	130947 	2 	2 	2 	0 	0 																																									108 	1 																			95 	1 																												
328 	JACKSON Andrew 	2005 	Swansea University Fencing Club 	160279 	2 	2 	2 	0 	0 																																																			20 	1 																															33 	1 						
328 	JONES Robert 	1988 	Cardiff Fencing Club 	148086 	2 	2 	2 	0 	0 									81 	1 															43 	1 																																																																
328 	MUNIZ Victor 	1988 	Stockport Sword Club 	166055 	2 	2 	2 	0 	0 					21 	1 																			40 	1 																																																																
328 	QIN Shunde 	1984 	Birmingham Fencing Club 	149477 	2 	2 	2 	0 	0 									91 	1 																																																			99 	1 																												
328 	SKONE Richard 	1978 	Cardiff Academy of Fencing 	139082 	2 	2 	2 	0 	0 									82 	1 																																	9 	1 																																														
328 	WALCHESTER John 	1956 	Norfolk Fencing Club 	111866 	2 	2 	2 	0 	0 																																																													102 	1 																											47 	1
339 	ABRAHAMS Paul 	1962 	The Lansdowne Fencing Club 	112746 	1 	1 	1 	0 	0 																																													58 	1 																																												
339 	AL JUMAILI Casper 	2007 		164814 	1 	1 	1 	0 	0 																																																																																	44 	1 								
339 	ANDERSON William 	2009 	Fighting Fit Fencing Club 	147567 	1 	1 	1 	0 	0 																																									107 	1 																																																
339 	ASCOUGH George 	2008 	Unattached 	139236 	1 	1 	1 	0 	0 																																																																																			35 	1 						
339 	AZIMA Bodi 	2007 	Dunedin Fencing Club 	166334 	1 	1 	1 	0 	0 																											33 	1 																																																														
339 	BETTS Troy 	2003 	Norfolk Fencing Club 	164993 	1 	1 	1 	0 	0 																																							22 	1 																																																		
339 	BOWEN Alexander 	2001 	Sutton Coldfield Fencing Club 	128758 	1 	1 	1 	0 	0 																																																																																			36 	1 						
339 	BRASTED Christopher 	1961 	Saxon Fencing Club 	120441 	1 	1 	1 	0 	0 																																																																																	48 	1 								
339 	BRITTAIN Brandon 	2002 	The Lansdowne Fencing Club 	136151 	1 	1 	1 	0 	0 																																																											50 	1 																														
339 	BROWN Lennox 	2008 	Sullivan Upper Fencing Club 	150154 	1 	1 	1 	0 	0 																																																																																					20 	1 				
339 	CHEDGEY Arthur 	2008 	Affondo 	148181 	1 	1 	1 	0 	0 																																							23 	1 																																																		
339 	COATES Ian 	1956 	Huntingdonshire Fencing Club 	46105 	1 	1 	1 	0 	0 																																																																									44 	1 																
339 	CORTE-REAL Henrique 	2011 	Durham Phoenix 	160462 	1 	1 	1 	0 	0 																																																																			51 	1 																						
339 	COSTES Adrian 	2011 	Salle Holyrood 	162078 	1 	1 	1 	0 	0 																																																																	35 	1 																								
339 	DI RICO Stefano 	2005 	Warwick University Fencing Club 	135294 	1 	1 	1 	0 	0 																																																																																			34 	1 						
339 	Dâ€™AREZ Gaspar 	1987 	Leon Paul Project 	166738 	1 	1 	1 	0 	0 			20 	1 																																																																																						
339 	ELSWORTH Joshua 	2006 	Allez Fencing 	129102 	1 	1 	1 	0 	0 																																																											51 	1 																														
339 	ENSOR Django 	2006 		165303 	1 	1 	1 	0 	0 																																																																			50 	1 																						
339 	FLETCHER Dylan 	2011 	Salle Holyrood 	152864 	1 	1 	1 	0 	0 																																																																			59 	1 																						
